release_date,movie,production_budget,domestic_gross,genres,studio,foreign_gross,domestic_ROI_percent,domestic_Profit,Seasons,Adventure,,Thriller,Fantasy,History,Comedy,Western,Action,War,Sport,Crime,Horror,Musical,Drama,Music,Animation,Mystery,Biography,Family,Sci-Fi,Romance
2011-03-25,The5thQuarter,6000000,408159,,,,6.802650000000001,-5591841,Spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-03-04,AkmareulBoatda,6000000,129210,,,,2.1535,-5870790,Spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-04-02,TheGreatest,6000000,115862,,,,1.9310333333333327,-5884138,Spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-07,Deadfall,6000000,66351,,,,1.10585,-5933649,Winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-23,SongOne,6000000,32251,,TFA,,0.5375166666666666,-5967749,Winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-04-02,DonMcKay,6000000,13722,,,,0.2287,-5986278,Spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-02-09,Icarus,6000000,0,,,,0.0,-6000000,Winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-03-15,AShineofRainbows,6000000,0,,,,0.0,-6000000,Spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-12-31,FreakyDeaky,6000000,0,,,,0.0,-6000000,Winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-10,TheHitList,6000000,0,,,,0.0,-6000000,Spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-03-18,WinterinWartime,5800000,542860,,SPC,8700000,9.359655172413792,-5257140,Spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-05,TradeofInnocents,5800000,15091,,,,0.26018965517241377,-5784909,Autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-09-07,TheInbetweeners,5700000,35955,,,,0.6307894736842106,-5664045,Autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-07-16,ValhallaRising,5700000,30638,,,,0.5375087719298246,-5669362,Summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-07-16,StandingOvation,5600000,531806,,,,9.496535714285717,-5068194,Summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-07,Khiladi786,5600000,385422,,Eros,,6.882535714285715,-5214578,Winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-07-09,Rec2,5600000,27766,,Magn.,18500000,0.4958214285714285,-5572234,Summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-27,DonJon,5500000,24477704,"Comedy,Drama,Romance",Rela.,6000000,445.0491636363636,18977704,Autumn,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2018-09-28,HellFest,5500000,11107431,,LGF,7100000,201.95329090909087,5607431,Autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-01,Haevnen,5500000,1008098,,,,18.329054545454547,-4491902,Spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-21,LeHavre,5500000,611709,,Jan.,9900000,11.121981818181819,-4888291,Autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-07-15,SalvationBoulevard,5500000,28468,,,,0.5176000000000001,-5471532,Summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-23,R100,5500000,24956,,,,0.4537454545454545,-5475044,Winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-05,MissJulie,5500000,0,,,,0.0,-5500000,Spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-02-26,TaoJie,5400000,0,,,,0.0,-5400000,Winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-07-19,Grabbers,5300000,0,,,,0.0,-5300000,Summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-11,LaViedAdÃ¨leâChapitres12,5250000,2450504,,,,46.67626666666666,-2799496,Autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-04-27,Hodejegerne,5250000,1200010,,,,22.85733333333333,-4049990,Spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-24,TheGirlwithalltheGifts,5250000,0,,,,0.0,-5250000,Winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-22,DumMaaroDum,5200000,564489,,FoxS,,10.855557692307693,-4635511,Spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-24,GetOut,5000000,176040665,"Horror,Mystery,Thriller",Uni.,79400000,3520.8133,171040665,Winter,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2017-01-20,Split,5000000,138141585,"Horror,Thriller",Uni.,140200000,2762.8317,133141585,Winter,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011-10-21,ParanormalActivity3,5000000,104028807,,Par.,103000000,2080.5761399999997,99028807,Autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-13,InsidiousChapter2,5000000,83586447,"Horror,Mystery,Thriller",FD,78300000,1671.72894,78586447,Autumn,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-03-11,10CloverfieldLane,5000000,72082999,"Drama,Horror,Mystery",Par.,38100000,1441.6599800000001,67082999,Spring,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
2016-07-22,LightsOut,5000000,67268835,"Drama,Horror,Mystery",WB (NL),81600000,1345.3766999999998,62268835,Summer,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
2015-09-11,TheVisit,5000000,65206105,"Horror,Mystery,Thriller",Uni.,33200000,1304.1221,60206105,Autumn,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2017-10-13,HappyDeathDay,5000000,55683845,,Uni.,69800000,1113.6769,50683845,Autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-19,ParanormalActivity4,5000000,53900335,,Par.,88900000,1078.0067,48900335,Autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-24,Ouija,5000000,50856010,,Uni.,52700000,1017.1202,45856010,Autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-30,NoseAceptanDevoluciones,5000000,44467206,,,,889.34412,39467206,Summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-07,TheGift,5000000,43787265,"Drama,Mystery,Thriller",,,875.7453,38787265,Summer,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2017-06-23,TheBigSick,5000000,42872467,"Comedy,Drama,Romance",LGF,13500000,857.44934,37872467,Summer,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2014-01-03,ParanormalActivityTheMarkedOnes,5000000,32462372,,Par.,58400000,649.24744,27462372,Winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-04-11,Oculus,5000000,27695246,"Horror,Mystery",Rela.,16300000,553.9049200000001,22695246,Spring,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2013-11-01,DallasBuyersClub,5000000,27298285,"Biography,Drama",Focus,27900000,545.9657,22298285,Autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2015-08-26,NoEscape,5000000,27288872,,Wein.,27100000,545.7774400000001,22288872,Summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-27,TheLazarusEffect,5000000,25801570,,Rela.,12600000,516.0314,20801570,Winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-08-26,OurIdiotBrother,5000000,24814830,,Wein.,,496.2966,19814830,Summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-09,TheStrangersPreyatNight,5000000,24431472,,,,488.62944000000005,19431472,Spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-07-05,TheWayWayBack,5000000,21502690,"Comedy,Drama",FoxS,1700000,430.0538,16502690,Summer,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2014-08-29,AsAboveSoBelow,5000000,21222315,,Uni.,20600000,424.4463,16222315,Summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-01,GodâsNotDead2,5000000,20773069,,,,415.46138,15773069,Spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-19,Race,5000000,19115191,,,,382.30382,14115191,Winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-16,StillAlice,5000000,18656400,Drama,SPC,25100000,373.12800000000004,13656400,Winter,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2011-09-02,Apollo18,5000000,17686929,,W/Dim.,7900000,353.73857999999996,12686929,Autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-23,PaulApostleofChrist,5000000,17547999,,Affirm,5500000,350.9599800000001,12547999,Spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-10,Addicted,5000000,17390770,,LGF,,347.8154,12390770,Autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-03-15,SpringBreakers,5000000,14124286,"Comedy,Crime,Drama",A24,17600000,282.48572,9124286,Spring,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2017-06-09,ItComesatNight,5000000,13985117,,,,279.70234,8985117,Summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-15,HillaryâsAmericaTheSecretHistoryoftheDemocraticParty,5000000,13099931,,,,261.99862,8099931,Summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-03-03,BeforeIFall,5000000,12241072,,ORF,,244.82144,7241072,Spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-29,FiftyShadesofBlack,5000000,11686940,,ORF,10500000,233.7388,6686940,Winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-09,MomsâNightOut,5000000,10429707,,,,208.59414,5429707,Spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-03-17,TheBelkoExperiment,5000000,10166820,,,,203.33640000000003,5166820,Spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-11,ThePerfectMatch,5000000,9669521,,LGF,745000,193.39042,4669521,Spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-21,Fahrenheit119,5000000,6352306,,,,127.04612,1352306,Autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-05-28,SeaRex3DJourneytoaPrehistoricWorld,5000000,6096582,,3D,9900000,121.93163999999999,1096582,Spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-11,90MinutesinHeaven,5000000,4816142,,,,96.32284,-183858,Autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-02,Incarnate,5000000,4799774,,BH Tilt,1500000,95.99548,-200226,Winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-02-25,DesHommesetDesDieux,5000000,3954651,,,,79.09302,-1045349,Winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-03-03,Table19,5000000,3614896,,FoxS,1400000,72.29791999999999,-1385104,Spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-15,GreenRoom,5000000,3220371,,A24,,64.40742,-1779629,Spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-09,Thoroughbreds,5000000,3072605,,,,61.4521,-1927395,Spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-04,TheOtherSideoftheDoor,5000000,3000342,,Fox,11300000,60.006840000000004,-1999658,Spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-13,EverythingMustGo,5000000,2712131,,RAtt.,,54.24262,-2287869,Spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-10,KilltheMessenger,5000000,2450846,,Focus,,49.016920000000006,-2549154,Autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-12-17,RabbitHole,5000000,2229058,,LGF,2900000,44.58116,-2770942,Winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-23,JemandtheHolograms,5000000,2184640,,Uni.,149000,43.6928,-2815360,Autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-28,Paterson,5000000,2141423,,BST,,42.82846,-2858577,Winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-09-12,AtlasShruggedWhoIsJohnGalt,5000000,851690,,,,17.0338,-4148310,Autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-16,AintThemBodiesSaints,5000000,391611,,IFC,635000,7.832219999999999,-4608389,Summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-09-26,JimiAllisByMySide,5000000,340911,,,,6.818219999999999,-4659089,Autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-09-30,TuckerDalevsEvil,5000000,223838,,,,4.47676,-4776162,Autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-07,CopCar,5000000,134552,,,,2.69104,-4865448,Summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-09-10,LovelyStill,5000000,127564,,Mont.,106000,2.55128,-4872436,Autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-17,Rudderless,5000000,56001,,Gold.,,1.12002,-4943999,Autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-15,Area51,5000000,7556,,,,0.15112,-4992444,Spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-26,Mientrasduermes,5000000,0,,,,0.0,-5000000,Autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-05,DyingoftheLight,5000000,0,,,,0.0,-5000000,Winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-02,YogaHosers,5000000,0,,,,0.0,-5000000,Autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-12-31,Psych9,5000000,0,,,,0.0,-5000000,Winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-21,ReachMe,5000000,0,,,,0.0,-5000000,Autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-18,HenryMe,5000000,0,,,,0.0,-5000000,Summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-27,BornofWar,5000000,0,,,,0.0,-5000000,Winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-09,LetsKillWardsWife,5000000,0,,,,0.0,-5000000,Winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-13,CapricornOne,5000000,0,,,,0.0,-5000000,Winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-12-31,WeHaveYourHusband,5000000,0,,,,0.0,-5000000,Winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-31,ShouldveBeenRomeo,5000000,0,,,,0.0,-5000000,Winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-31,AztecWarrior,5000000,0,,,,0.0,-5000000,Winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-25,NavySEALvsZombies,5000000,0,,,,0.0,-5000000,Autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-15,TheHatching,5000000,0,,,,0.0,-5000000,Spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-27,RunningForever,5000000,0,,,,0.0,-5000000,Autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-23,Mommy,4900000,3498695,,RAtt.,,71.4019387755102,-1401305,Winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-08-20,SoulKitchen,4900000,276901,,IFC,17600000,5.651040816326531,-4623099,Summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-08-17,TheAwakening,4900000,95933,,,,1.9578163265306123,-4804067,Summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-07-19,OnlyGodForgives,4800000,775849,"Crime,Drama",RTWC,9900000,16.163520833333333,-4024151,Summer,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2011-09-30,TakeShelter,4750000,1728953,,SPC,1400000,36.39901052631579,-3021047,Autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-12-31,WithoutMen,4700000,0,,,,0.0,-4700000,Winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-10,TreadingWater,4700000,0,,,,0.0,-4700000,Spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-09-14,Barfi,4600000,2804874,,UTV,,60.97552173913044,-1795126,Autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-06-24,Lenomdesgens,4600000,514237,,,,11.179065217391305,-4085763,Summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-25,TheLobster,4500000,9196278,"Comedy,Drama,Romance",,,204.3617333333333,4696278,Spring,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2011-09-02,SalvandoalSoldadoPerez,4500000,1400726,,,,31.12724444444445,-3099274,Autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-08-19,NannerllasoeurdeMozart,4500000,707885,,,,15.730777777777774,-3792115,Summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-07-23,LifeDuringWartime,4500000,281447,,IFC,487000,6.254377777777778,-4218553,Summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-07,Blackthorn,4500000,200558,,Magn.,423000,4.456844444444443,-4299442,Autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-08,Maggie,4500000,187112,,RAtt.,,4.158044444444445,-4312888,Spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-04-09,AfterLife,4500000,108596,,Anch.,1900000,2.4132444444444445,-4391404,Spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-07-23,SpokenWord,4500000,32961,,,,0.7324666666666667,-4467039,Summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-03-01,TheSweeney,4500000,26345,,EOne,6300000,0.5854444444444444,-4473655,Spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-09-04,FalconRising,4500000,11774,,Free,,0.2616444444444444,-4488226,Autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-06-25,HanselGretelGetBaked,4500000,0,,,,0.0,-4500000,Summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-07,Fugly,4500000,0,,,,0.0,-4500000,Autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-28,Zipper,4500000,0,,,,0.0,-4500000,Summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-03,TheFinalGirls,4500000,0,,,,0.0,-4500000,Autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-01,DaisyWinters,4500000,0,,,,0.0,-4500000,Winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-31,Airlift2016,4400000,0,,,,0.0,-4400000,Winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-29,RLStinesMonstervilleTheCabinetofSouls,4400000,0,,,,0.0,-4400000,Autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-06,Anna,4357373,0,,VE,,0.0,-4357373,Summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-11,SnabbaCash,4300000,188870,,,,4.392325581395349,-4111130,Summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-08-13,AnimalKingdom,4200000,1044039,,SPC,5700000,24.858071428571428,-3155961,Summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-05-28,GeorgeARomerosSurvivaloftheDead,4200000,101740,,Magn.,41500,2.4223809523809523,-4098260,Spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-21,Cargo,4200000,0,,,,0.0,-4200000,Autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-23,TheBoyNextDoor,4000000,36006065,,Uni.,17000000,900.151625,32006065,Winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-07-11,Boyhood,4000000,25379975,Drama,IFC,19100000,634.4993750000001,21379975,Summer,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2010-07-09,TheKidsAreAllRight,4000000,20811365,"Comedy,Drama,Romance",Focus,13900000,520.284125,16811365,Summer,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2014-04-18,AHauntedHouse2,4000000,17329487,,ORF,6600000,433.237175,13329487,Spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-03-01,TheLastExorcismPartII,4000000,15179303,,CBS,,379.482575,11179303,Spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-13,TheDarkness,4000000,10753574,,BH Tilt,,268.83935,6753574,Spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-08-24,Samsara,4000000,2672413,,Osci.,,66.810325,-1327587,Summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-06-17,TheArtofGettingBy,4000000,1430241,,FoxS,,35.756025,-2569759,Summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-09-23,RedState,4000000,1065429,,SMod,,26.635725,-2934571,Autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-17,HolyMotors,4000000,641054,,IM,,16.02635,-3358946,Autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-13,TheSignal,4000000,600896,,,,15.0224,-3399104,Summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-07,TheFaceofLove,4000000,385069,,IFC,,9.626725,-3614931,Spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-04-11,Joe,4000000,373375,,,,9.334375,-3626625,Spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-25,Polinadansersavie,4000000,165203,,,,4.130075,-3834797,Summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-10,DesertDancer,4000000,155271,,Rela.,,3.881775,-3844729,Spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-30,GutenTagRamon,4000000,154356,,,,3.8589,-3845644,Winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-19,Manglehorn,4000000,132270,,IFC,,3.30675,-3867730,Summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-04-02,Taumingchong,4000000,129078,,,,3.22695,-3870922,Spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-01,Trust,4000000,120016,,,,3.0004,-3879984,Spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-22,StakeLand,4000000,33245,,IFC,,0.8311249999999999,-3966755,Spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-27,PraiadoFuturo,4000000,20620,,,,0.5155,-3979380,Winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-04-18,13Sins,4000000,9134,,RTWC,,0.22835,-3990866,Spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-11-18,AnotherHappyDay,4000000,9120,,P4,347000,0.228,-3990880,Autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-02-22,Inescapable,4000000,4327,,,,0.108175,-3995673,Winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-31,PerfectosDesconocidos,4000000,0,,,,0.0,-4000000,Winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-31,Geografglobuspropil,4000000,0,,,,0.0,-4000000,Winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
